index	reason	de	hsb
16730	duplicate	Bei & fehlendem Zeichensatz diesen verwenden:	Wužiwaj & kodowanje
16731	duplicate	& Original-Kodierung übergehen und diese verwenden:	Wužiwaj & kodowanje
16732	duplicate	HTML-Format für diese Nachricht aktivieren.	Zaswěć HTML, zo by tutu powěsć čitał.
16733	duplicate	Für diese Nachricht externe Referenzen aus dem Internet laden.	Powěsćam dowolić, eksterne linki z interneta začitać
16734	duplicate	Nachricht entschlüsseln.	Šifrowanje
16735	duplicate	Signaturdetails anzeigen.	Žana signatura
16736	duplicate	Signaturdetails ausblenden.	Signatura w porjadku.
16737	duplicate	Liste der Anhänge anzeigen.	Pokaž přiwěšk:
16738	duplicate	Liste der Anhänge ausblenden.	Přiwěšk zawěsćić jako
16739	duplicate	Die Zertifikatsverwaltung lässt sich nicht starten. Bitte überprüfen Sie die korrekte Installation.	Njemóžach certifikatowy manager startować. Prošu přepruwujće swoju instalaciju!
16740	duplicate	KMail-Fehler	Zmylk w kmailu
16741	duplicate	Zertifikat 0x%1 anzeigen	Pokaž certifikat 0x% 1
16742	duplicate	Anhang: %1	Přiwěšk:
16743	duplicate	Anhang #%1 (unbenannt)	Přiwěšk:
16744	duplicate	Die Datei„ %1“ existiert bereits. Soll die Datei überschrieben werden?	Dataja% 1 eksistuje? Chceće ju přepisać?
16745	duplicate	Datei überschreiben?	Dataju zasunyć
16746	duplicate	& Importieren	& Importować
16747	duplicate	& Nächste Karte	Přichodna powěsć
16748	duplicate	& Vorherige Karte	& Prjedawša powěsć
16749	length_ratio	Einlesen der Visitenkarte fehlgeschlagen.	Wizitka!
16750	duplicate	Anhang entfernen	Přiwěšk & zničić
16751	duplicate	Anhang bearbeiten	Přiwěšk:
16753	duplicate	KMail-Frage	KMail
16754	duplicate	Verschlüsselung beibehalten	Šifrowanje
16755	duplicate	Entschlüsseln	Šifrowanje
16756	duplicate	Signatur beibehalten1 = file name, 2 = error string	& Signatura: 1 = file name, 2 = error string
16757	duplicate	Die Datei %1 kann nicht geschrieben werden%2	Njemóžach do dataje pisać:% 1
16758	length_ratio	Fehler beim Speichern des Anhangs	Přiwěšk:
16759	duplicate	Anhänge speichern unterfilename for an unnamed attachment	Přiwěšk zawěsćić jakofilename for an unnamed attachment
16760	duplicate	Anhang speichernfilename for the %1-th unnamed attachment	Přiwěšk zawěsćić jakofilename for the% 1- th unnamed attachment
16761	duplicate	Eine Datei namens %1 existiert bereits. Soll die Datei überschrieben werden?	Dataja% 1 eksistuje? Chceće ju přepisać?
16762	duplicate	& Alle überschreiben	Dataju zasunyć
16764	duplicate	(Inhalt)	(hłowny dźěl powěsće)
16765	duplicate	Anhang ansehen: %1	Pokaž přiwěšk:% 1
16766	duplicate	& Vorspann	& Hłójčki
16767	duplicate	Anzeigestil für den Nachrichtenvorspann auswählenView- > headers- >	View - > headers - >
16768	duplicate	& Grafisch	& krótke
16769	duplicate	Zeigt die Vorspannliste in einem grafischen FormatView- > headers- >	View - > headers - >
16770	duplicate	& Dekorativ	šikwane
16771	duplicate	Zeigt die Vorspannliste in einem dekorativen FormatView- > headers- >	View - > headers - >
16772	duplicate	& Kurz	& krótke
16773	duplicate	Zeigt die Vorspannliste in einem kurzen FormatView- > headers- >	View - > headers - >
16774	duplicate	& Standard	& standardne
16775	duplicate	Zeigt die Vorspannliste im StandardformatView- > headers- >	View - > headers - >
16776	duplicate	& Lang	& dołhe
16777	duplicate	Zeigt die Vorspannliste im langen FormatView- > headers- >	View - > headers - >
16778	duplicate	& Alle	& wšitke
16779	duplicate	Zeigt alle VorspannfelderView- >	View - >
16780	duplicate	Anhänge	& Přiwěški
16781	duplicate	Anzeigestil für die Anhänge auswählenView- > attachments- >	Wubjerće stil pokazowanja přiwěškowView - > attachments - >
16782	duplicate	Als & Symbole	jako & piktogramy
16783	duplicate	Zeigt Anhänge als Symbole an. Auf Mausklick werden sie angezeigt.View- > attachments- >	Pokaže wšitke přiwěški jako piktogramy. Klikńće na nje, zo byšće je widźeli. View - > attachments - >
16784	duplicate	& Intelligent	& mudrje
16785	duplicate	Zeigt Anhänge nach den Vorschlägen des Absenders an.View- > attachments- >	Pokazuje přiwěški kaž wot wotpósłarja namjetowane. View - > attachments - >
16786	duplicate	& Im Text	& w powěsći
16787	duplicate	Zeigt alle Anhänge eingefügt, wenn möglich (inline)View- > attachments- >	Pokazuje wšitke přiwěški w powěsći (jeli móžno) View - > attachments - >
16788	duplicate	Ausgeblendet	& schować
16789	duplicate	Anhänge werden nicht angezeigt	Njepokazuje přiwěški w powěsći samej
16790	duplicate	& Kodierung festlegen	Kodowanje postajić
16791	duplicate	Gesamten Text auswählen	& Wšitke powěsće wubrać
16792	duplicate	Verknüpfungsadresse kopieren	Wočinić w adresniku
16793	duplicate	Adresse aufrufen	URL wočinić
16794	duplicate	Feste & Zeichenbreiten	Wužiwaj pismo z & krutej šěrokosću
16795	duplicate	Nachrichtenstruktur anzeigen	Powěsć
16796	duplicate	Nachrichtencode ansehen	& Pokaž žórło
16798	duplicate	Nachricht nach oben blättern	& Wšitke powěsće wubrać
16799	duplicate	Nachricht nach unten blättern	& Wšitke powěsće wubrać
16800	duplicate	Speichern & unter ...to open	Zawěsćić jako... to open
16801	duplicate	Öffnen mit ...to view something	Wočinić z... to view something
16802	duplicate	Alle Anhänge speichern...	& Přiwěšk zawěsćić jako...
16803	duplicate	Kopieren	& Kopěruj do
16804	duplicate	Eigenschaften	& Swójstwa
16806	duplicate	Anhänge:	& Přiwěški
16808	length_ratio	Kodierung@title collumn attachment type.	Kodowanje
16809	length_ratio	Verschlüsseln@title collumn attachment signed checkbox.	Šifrowanje
16810	duplicate	Signieren	Podpis
16811	duplicate	Tag(e)	s
16812	length_ratio	Fehler beim Erstellen der Datei %1: %2	Zmylk
16813	duplicate	Der Ordner kann nicht angelegt werden	Njemóžach zapisk stworić
16814	duplicate	unbegrenzt	bjez mjena
16815	duplicate	Freund	Pósćel
16816	duplicate	Später	Pozdźišo pósłać
16817	duplicate	Pfad:	& Městno:
16818	duplicate	Neue Identität hinzufügen	Nowa identita
16819	duplicate	Postfach-Assistent	& Mjeno konta:
16820	duplicate	E-Mail-Adresse:	& emailowa adresa:
16821	duplicate	Organisation:	& Organizacija:
16822	duplicate	Informationen zum Postfach	Wobkrućenje dochada
16823	duplicate	Benutzer:	& Mjeno wužiwarja:
16824	duplicate	Auswählen...	& Wubrać...
16825	duplicate	Neuer Ordner	& Nowy Zapisk...
16826	duplicate	Neuer Unterordner von %1@label:textbox Name of the new folder.	& Nowy podzapisk...
16827	length_ratio	E-Mailtype of folder content	KMail
16828	length_ratio	Kalendertype of folder content	Protyka
16829	length_ratio	Kontaktetype of folder content	Kontakty
16830	length_ratio	Notizentype of folder content	Přispomnjenja
16831	length_ratio	Aufgabentype of folder content	Nadawki
16832	duplicate	Journal	Protokol
16833	duplicate	Ordner %1 kann nicht erstellt werden. Permissions	Njemózu zapisk% 1 wočinić. Permissions
16834	duplicate	Keine@action:inmenu Group header background color setting	& Žane
16835	duplicate	Entfernen	& Zničić
16836	duplicate	& Neuer Unterordner...	& Nowy podzapisk...
16837	duplicate	Neuer & Ordner...	& Nowy Zapisk...
16838	duplicate	Ordner & kopieren nach	Do tutoho zapiska sunyć
16839	duplicate	Ordner & kopieren nach	Do tutoho zapiska sunyć
16840	duplicate	Ordner & verschieben nach	Do tutoho zapiska sunyć
16841	duplicate	Ordner & verschieben nach	Do tutoho zapiska sunyć
16842	duplicate	Zu bevorzugten Ordnern hinzufügen	Opcije za & Groupware- zapiski
16843	duplicate	In diesen Ordner kopieren	Do tutoho zapiska kopěrować
16844	duplicate	KMail - Es sind keine ungelesenen Nachrichten vorhanden	& Stare powěsće zwumjetać
16845	duplicate	Nachrichten suchen@action:button Search for messags	Powěsće & namakać...
16846	duplicate	& Suchen	& Pytaj
16847	duplicate	Betreff	Tema
16848	duplicate	Absender/EmpfängerSender of a message	Wotpósłar/ Adresat
16849	length_ratio	DatumDescription of Type Sender	Datum
16850	duplicate	Ordner	Zapisk
16851	duplicate	Suchordner öffnen	< adresa\ �\ �a >
16852	duplicate	Nachricht öffnen	Powěsć wočinić
16853	duplicate	Bereit.	Hotowo.
16854	duplicate	& Antworten...	& Wotmołwić...
16855	duplicate	Allen antworten...	Wšěm wotmołwić...
16856	duplicate	An die Mailingliste antworten ...Message- >	& Lisćinje wotmołwić... Message - >
16857	duplicate	& Weiterleiten	Dopósłać
16858	duplicate	& Im Text...	& w powěsćiMessage - > Forward - >
16859	duplicate	Als Anhang ...@action:inmenu Message- > Forward- >	Dodaj přiwěšk... View - > attachments - >
16860	duplicate	Anhänge speichern...	& Přiwěšk zawěsćić jako... Search finished.
16861	duplicate	Fertig	Hotowo
16862	duplicate	Kopieren nach	& Kopěruj do
16863	duplicate	& Verschieben nach	& Suń do
16864	duplicate	Jetzt senden	Hnydom pósłać
16865	duplicate	Automatisch erkennen	Awtomatisce zwěsćić
16867	duplicate	Auswahl auf vorherige Nachricht ausweiten	Fokus na prjedawšej powěsći
16868	duplicate	Auswahl auf nächste Nachricht ausweiten	Fokus na přichodnej powěsći
16869	duplicate	Alte Ordner@info/plain Displayed grayed-out inside the textbox, verb to search	Zapiski@ info/ plain Displayed grayed- out inside the textbox, verb to search
16870	duplicate	Suchen	& Pytaj
16871	duplicate	Ordner	Zapiski
16872	duplicate	Bevorzugte Ordner	& Nowy Zapisk...
16873	duplicate	Doppelte Nachrichten löschen	Dwójne powěsće wotstronić
16874	duplicate	Nachricht in Ordner verschieben	Suń powěsće do zapiska
16875	duplicate	Nachricht in Ordner kopieren	Kopěruj powěsće do zapiska
16876	duplicate	In Ordner wechseln	Do tutoho zapiska kopěrować
16877	duplicate	Nächste Nachricht aktivieren	Fokus na přichodnej powěsći
16878	duplicate	Vorherige Nachricht aktivieren	Fokus na prjedawšej powěsći
16879	duplicate	Aktivierte Nachricht auswählen	Powěsć za fokus wubrać
16880	duplicate	Neue Nachrichten eingetroffen %1	Nowa póšta je dóšła% 1
16881	duplicate	Neue Nachrichten eingetroffen	Nowa póšta je dóšła
16882	duplicate	(keine Vorlagen)	Wubrane powěsće markěrować jako nowe
16883	duplicate	Alte Nachrichten & löschen	& Stare zwumjetać
16884	duplicate	Mülleimer leeren	Papjernik wuprózdnić
16885	duplicate	In den Mülleimer werfen	Do papjernika sunyć
16886	duplicate	Suche entfernen	< adresa\ �\ �a >
16887	duplicate	& Löschen	Zničić
16888	duplicate	Ordner löschen	Zapisk zničić
16889	duplicate	Nachrichten löschen	Powěsće zničić
16890	duplicate	Nachricht löschen	Powěsć zničić
16891	duplicate	Nachrichten werden verschoben...	Přesuwam powěsć% 3 z% 2 wot% 1.
16892	duplicate	Nachrichten werden gelöscht...	Powěsće zničić
16893	duplicate	Das Löschen der Nachrichten ist abgeschlossen.	Powěsće wuspěšnje zničene.
16894	duplicate	Das Verschieben der Nachrichten ist abgeschlossen.	Powěsće wuspěšnje přesunjene
16895	duplicate	Löschen der Nachrichten fehlgeschlagen.	Njemóžach powěsće zničić.
16896	duplicate	Löschen der Nachrichten abgebrochen.	Zničenje powěsćow přetorhnjene.
16897	duplicate	Verschieben der Nachrichten fehlgeschlagen.	Njemóžach powěsće přesunyć.
16898	duplicate	Verschieben der Nachrichten abgebrochen.	Přesunjenje powěsćow přetorhnjene.
16899	duplicate	Nachrichten in Ordner verschieben	Suń powěsće do zapiska
16900	duplicate	Nachrichten werden kopiert...	Přesuwam powěsć% 3 z% 2 wot% 1.
16901	duplicate	Das Kopieren der Nachrichten ist abgeschlossen.	Powěsće wuspěšnje přesunjene
16902	duplicate	Kopieren der Nachrichten fehlgeschlagen.	Njemóžach powěsće přesunyć.
16903	duplicate	Kopieren der Nachrichten abgebrochen.	Přesunjenje powěsćow přetorhnjene.
16904	duplicate	Nachrichten in Ordner kopieren	Kopěruj powěsće do zapiska
16905	duplicate	Nachrichten werden in den Mülleimer geworfen...	Powěsć do papjernika sunyć
16906	duplicate	Das Verschieben der Nachrichten in den Mülleimer ist abgeschlossen.	Powěsće wuspěšnje přesunjene
16907	duplicate	Das Verschieben der Nachrichten in den Mülleimer ist fehlgeschlagen.	Njemóžach powěsće přesunyć.
16908	duplicate	Das Verschieben der Nachrichten in den Mülleimer wurde abgebrochen.	Přesunjenje powěsćow přetorhnjene.
16909	duplicate	In Ordner wechseln	Do tutoho zapiska kopěrować
16910	duplicate	Nachrichten werden gefiltert	Powěsće zničić
16911	duplicate	Nachricht %1 von %2 wird gefiltert.	Přesuwam powěsć% 3 z% 2 wot% 1.
16912	duplicate	Laden...	Wopisanje
16913	duplicate	& Alle Ordner komprimieren	& Wšě zapiski komprimować
16914	duplicate	Alte Nachrichten aus allen Ordnern löschen	& Ze wšěch zapiskow zestarjene powěsće zwumjetać
16915	duplicate	& Lokalen IMAP-Zwischenspeicher aktualisieren	Lokalny & IMAP- Cache ponowić
16916	duplicate	Alle & Mülleimer-Ordner leeren	& Wšě papjerniki komprimować
16917	duplicate	Nach E-Mail sehen	Pohladaj za & póštu
16918	duplicate	In bevorzugten Ordnern nach E-Mail sehen	Za póštu pohladać & w
16919	duplicate	Nach E-Mail sehen	Pohladaj za & póštu
16920	duplicate	Nach E-Mail sehen	Pohladaj za & póštu
16921	duplicate	& Postausgang versenden	& Pósćel čakace powěsće
16922	duplicate	Postausgang versenden über	& Pósćel čakace powěsće
16923	duplicate	Adressbuch	& Adresnik
16924	duplicate	Zertifikatsverwaltung	Rjadowanje certifikatow...
16925	length_ratio	GnuPG-Protokollanzeige	& Filtrowy protokol wobhladać...
16926	duplicate	Nachrichten & importieren	Powěsće & importować...
16927	duplicate	Filterprotokoll anzeigen...	& Filtrowy protokol wobhladać...
16928	duplicate	& Anti-Spam Assistent...	& Kuzłar pře čaporowu mailku...
16929	duplicate	Anti-Virus Assistent...	& Kuzłar pře wirusy...
16930	duplicate	& Postfach-Assistent...	& Kuzłar pře čaporowu mailku...
16931	duplicate	Abwesenheitsbenachrichtigungen bearbeiten...	Awtomatiske wotmołwy njepřitomnosće wobdźěłać...
16932	duplicate	In den & Mülleimer werfen@action:intoolbar Move to Trash	Do papjernika & sunyć@ action: intoolbar Move to Trash
16933	duplicate	In den & Mülleimer werfen	& Dalše opcije
16934	duplicate	Nachricht in den Mülleimer werfen@action Hard delete, bypassing trash	Powěsć do papjernika sunyć@ action Hard delete, bypassing trash
16935	duplicate	Gruppe in den Mülleimer werfen	Diskusiju do & papjernika sunyć
16936	duplicate	Gruppe in den Mülleimer werfen	Diskusiju do papjernika sunyć
16937	duplicate	Gruppe löschen	Diskusiju zničić
16938	duplicate	Nachrichten & suchen...	Powěsće & namakać...
16939	duplicate	In Nachricht suchen...	W powěsći & pytać...
16940	duplicate	Alle Nachrichten auswählen	& Wšitke powěsće wubrać
16941	duplicate	& Eigenschaften	& Swójstwa
16942	duplicate	Verwaltung von Mailinglisten...	Přirjadowana mailowa lisćina
16943	duplicate	Alle Nachrichten als gelesen markieren	Markěruj wšě powěsće jako čitane
16944	duplicate	& Ordner komprimieren	& Wšě zapiski komprimować
16945	duplicate	In diesem & Ordner nach E-Mail sehen	Za póštu pohladać & w
16946	duplicate	HTML-Ansicht vor Klartext bevorzugen	& HTML porno prostemu tekstej preferować
16947	duplicate	Ordner kopieren	Do tutoho zapiska kopěrować
16948	duplicate	Ordner ausschneiden	Zapisk
16949	duplicate	Ordner einfügen	& Nowy Zapisk...
16950	duplicate	Nachrichten kopieren	Powěsć wočinić
16951	duplicate	Nachrichten ausschneiden	žane powěsće
16952	duplicate	Nachrichten einfügen	Powěsće zničić
16953	duplicate	& Neue Nachricht ...@action:intoolbar New Empty Message	& Nowa powěsć...
16954	length_ratio	Neue Nachricht von & Vorlage	Ně
16955	duplicate	Neue Nachricht an Mailingliste...	Nowa powěsć emailowej lisćinje...
16956	duplicate	Erneut senden...	Znowa pósłać...
16957	duplicate	& Filter anlegen	& Filter stworić
16958	duplicate	Nach & Betreff filtern...	Filter nałožić na & temu...
16959	duplicate	Nach & Absender filtern...	& Filter na wotpósłarja nałožić...
16960	duplicate	Nach Empfänger filtern...	Filter nałožić na adresata...
16961	duplicate	Nach Mailingliste filtern...	Filter na lisćinu nałožić...
16962	length_ratio	Neue Nachricht von & Vorlage	Ně
16963	duplicate	& Gruppe markieren	& Temu markěrować
16964	length_ratio	Alle Nachrichten in dieser Gruppe als gelesen markieren	in
16965	length_ratio	Alle Nachrichten in dieser Gruppe als neu markieren	in
16966	length_ratio	Alle Nachrichten der ausgewählten Gruppe als ungelesen markieren	in
16967	duplicate	Gruppe als wichtig markieren	Powěsć markěrować jako & wažnu
16968	duplicate	Markierung„ Wichtig“ der Gruppe entfernen	Wažna powěsć
16969	duplicate	Gruppe als & Aufgabe markieren	Powěsć markěrować jako & wažnu
16970	duplicate	Gruppen-Markierung„ Aufgabe“ entfernen	Wažna powěsć
16971	duplicate	Gruppe überwachen	& Temu slědować
16972	duplicate	Gruppe & ignorieren	Temu & ignorować
16973	duplicate	Anhänge speichern...	& Přiwěški zawěsćić...
16974	duplicate	Alle Filter anwenden	Filtry & nałožić
16975	duplicate	& Filter anwendenView- >	Filtry & nałožićView - >
16976	duplicate	Gruppe & aufklappen	& Skupinu rozćahnyć
16977	duplicate	Aktuelle Gruppe aufklappenView- >	Rozćehnje aktualnu skupinu powěsćowView - >
16978	duplicate	Gruppe & einklappen	& Skupinu sćahnyć
16979	duplicate	Aktuelle Gruppe einklappenView- >	Sćehnje aktualnu skupinuView - >
